0.01 322.148
0.67 88.426
1.33 88.426
1.99 88.426
2.65 88.426
3.31 88.426
3.97 88.426
4.63 88.426
5.29 88.426
5.95 88.426
6.61 88.426
7.27 88.426
7.93 88.426
8.59 88.426
9.25 88.426
9.91 88.426
10.57 88.426
11.23 88.426
11.89 88.426
12.55 88.426
13.21 88.426
13.87 88.426
14.53 88.426
15.19 88.426
15.85 88.426
16.51 88.426
17.17 88.426
17.83 88.426
18.49 88.426
19.15 88.426
19.81 88.426
20.47 88.426
21.13 88.426
21.79 88.426
22.45 88.426
23.11 88.426
23.77 88.426
24.43 88.426
25.09 88.426
25.75 88.426
26.41 88.426
27.07 88.426
27.73 88.426
28.39 88.426
29.05 88.426
29.71 88.426
30.37 88.426
31.03 88.426
31.69 88.426
32.15 0
