time,sorter.sort_state.0,sorter.sort_state.1,sorter.sort_state.2,sorter.sort_state.3,sorter.sort_state.4,sorter.sort_state.5,sorter.sort_state.6,sorter.sort_state.7
2026-04-15T20:03:22.100924,3.0,1.0,4.0,1.5,2.0,5.0,0.5,2.5
2026-04-15T20:03:22.107054,0.505,1.0,1.4949999999999999,1.99,2.485,2.9799999999999995,3.9699999999999998,4.96
2026-04-15T20:03:22.115387,0.50995,1.0,1.4900499999999999,1.9801,2.47015,2.9601999999999995,3.9402999999999997,4.9204
2026-04-15T20:03:22.123720,0.5148505,1.0,1.4851495,1.970299,2.4554484999999997,2.940597999999999,3.9108969999999994,4.881195999999999
2026-04-15T20:03:22.132053,0.519701995,1.0,1.4802980049999999,1.96059601,2.4408940149999996,2.921192019999999,3.881788029999999,4.842384039999999
2026-04-15T20:03:22.140386,0.52450497505,1.0,1.4754950249499998,1.9509900499,2.4264850748499995,2.901980099799999,3.852970149699999,4.803960199599999
2026-04-15T20:03:22.148719,0.5292599252995001,1.0,1.4707400747005,1.9414801494009999,2.412220224101499,2.882960298801999,3.8244404482029988,4.765920597603999
2026-04-15T20:03:22.157052,0.5339673260465051,1.0,1.466032673953495,1.9320653479069898,2.398098021860484,2.8641306958139787,3.7961960437209687,4.728261391627958
2026-04-15T20:03:22.165385,0.5386276527860401,1.0,1.4613723472139601,1.9227446944279198,2.384117041641879,2.845489388855839,3.7682340832837586,4.6909787777116785
2026-04-15T20:03:22.173718,0.5432413762581797,1.0,1.4567586237418206,1.9135172474836406,2.37027587122546,2.8270344949672803,3.7405517424509207,4.6540689899345615
2026-04-15T20:03:22.182051,0.5478089624955979,1.0,1.4521910375044025,1.9043820750088043,2.3565731125132054,2.8087641500176073,3.7131462250264113,4.617528300035215
2026-04-15T20:03:22.190384,0.5523308728706419,1.0,1.4476691271293585,1.8953382542587163,2.343007381388073,2.7906765085174308,3.686014762776147,4.581353017034863
2026-04-15T20:03:22.198717,0.5568075641419354,1.0,1.4431924358580648,1.8863848717161291,2.3295773075741923,2.772769743432256,3.659154615148385,4.545539486864515
2026-04-15T20:03:22.207050,0.5612394885005161,1.0,1.4387605114994841,1.8775210229989678,2.31628153449845,2.755042045997933,3.632563068996901,4.51008409199587
2026-04-15T20:03:22.215383,0.5656270936155109,1.0,1.4343729063844892,1.8687458127689782,2.303118719153465,2.7374916255379533,3.6062374383069318,4.47498325107591
2026-04-15T20:03:22.223716,0.5699708226793558,1.0,1.4300291773206444,1.8600583546412883,2.2900875319619303,2.7201167092825735,3.5801750639238623,4.440233418565151
2026-04-15T20:03:22.232049,0.5742711144525623,1.0,1.425728885547438,1.8514577710948754,2.2771866566423107,2.7029155421897477,3.5543733132846236,4.405831084379499
2026-04-15T20:03:22.240382,0.5785284033080367,1.0,1.4214715966919635,1.8429431933839266,2.2644147900758873,2.68588638676785,3.5288295801517773,4.371772773535704
