run_id,seed,param.mass,param.target_x,param.thrust_gain,param.wind
run_0000000,0,1.916274460417031,23.64996128957642,0.8884985012626575,0.31006448623760835
run_0000001,1,1.662290480719641,25.769739146882863,0.8629481507739613,-0.02989791483223324
run_0000002,2,1.7331467788079848,29.05934156509891,1.1245333564222282,-0.07325250244344952
run_0000003,3,1.1150535528810337,26.097128225090145,0.8177455755354824,0.6846186744422268
run_0000004,4,1.0689217956770485,30.770543978409655,0.8824926216397857,0.2842706613933551
run_0000005,5,1.8904711637542473,34.44773719052317,1.179445979639133,-0.44064532727396305
run_0000006,6,1.0902979721943806,36.41465214421993,0.8956001873403884,-0.10233401480475769
run_0000007,7,1.4070457183621492,26.242749459839835,1.172636631630172,-0.614229522033563
run_0000008,8,1.2495721307220677,34.934338044591996,0.8151457127128148,0.19745893546067236
run_0000009,9,1.539366545877125,31.719007021290004,0.9142176499106672,0.7465915986772823
run_0000010,10,1.9406352770615196,25.833262222120783,1.0424450958922427,0.11056547354303693
run_0000011,11,1.5464803538524658,30.316835518891793,0.864788140516407,0.26047769138120597
run_0000012,12,1.616399997598541,38.52233555314519,0.8460796813942664,0.8381254929630239
run_0000013,13,1.5772912679795035,36.85304008295008,1.062873383661996,-0.5945921584300259
run_0000014,14,1.7826488016649804,38.166748990927964,1.0915418608220393,0.6131744980782073
run_0000015,15,1.9752911434509914,31.93504251072082,1.072590285380365,0.3279632337899579
run_0000016,16,1.5937945544175764,31.192155780654893,0.8757954979438853,-1.1956964856122114
run_0000017,17,1.2169813939498824,35.26323543925437,0.8547474285876582,-0.20529095221950627
run_0000018,18,1.9986077970223448,34.34323836015788,1.0968753645472493,1.2025371211541758
run_0000019,19,1.325362280914547,24.999856493682543,1.187007107146002,-0.4658264504211375
run_0000020,20,1.2609274584338015,29.708439040274854,1.106783647105633,0.552764378405474
run_0000021,21,1.7287636762647267,38.340707985017474,0.9747025089327604,0.5713961312363711
run_0000022,22,1.4523279088636103,33.51673445785825,0.9591430353099103,-0.01354224015569027
run_0000023,23,1.296037260313669,32.64924306955773,0.8244625831361173,-1.0034003006051684
run_0000024,24,1.175892656838759,21.53467290945866,1.1552600260293266,-0.399779288334938
run_0000025,25,1.1880943045667782,34.67915716935825,0.8512260434788005,-0.6903391383438526
run_0000026,26,1.7021098284358631,36.64263086245341,1.0583026835976372,0.005826460560948707
run_0000027,27,1.4407979197692362,22.572334507270558,0.9492154997970734,-0.40422688237559473
run_0000028,28,1.7194290971433506,20.686210236481276,0.9326961093728398,0.12111431813746996
run_0000029,29,1.609895233506366,29.393741872993832,1.1991106993413359,-0.09507296032493183
run_0000030,30,1.880909094121738,25.16720551701599,0.9309925382406355,-0.25409603535825687
run_0000031,31,1.070869388326294,28.191463528171933,1.109858199538297,0.20976218249403067
run_0000032,32,1.746554386652949,39.98778600078542,0.9878393280147322,0.0533102235450648
run_0000033,33,1.2884749436634746,28.399084537898542,0.8239369433972664,-0.05624497687026669
run_0000034,34,1.2315547949981178,27.691001673467827,1.1697836544483067,-0.2961235149372881
run_0000035,35,1.7691454758974055,24.37226982095237,0.9652889969189462,-0.002824465583719047
run_0000036,36,1.7539563190106067,33.986941251547286,0.9780446959874983,0.37730906870839354
run_0000037,37,1.1202653596968386,33.70455654310639,1.032184854872371,-0.27953748277105633
run_0000038,38,1.512095070307715,28.830959365054813,1.1196698800578218,0.6509306712817995
run_0000039,39,1.8056136813416315,36.19969088817089,1.1341245275434224,-0.21085929975594614
run_0000040,40,1.2709671637683346,22.080524256420453,1.1470210000542231,0.1702369221941606
run_0000041,41,1.79246627507694,29.949595112075812,0.902667571616423,-0.13401874066364297
run_0000042,42,1.8439940050514039,32.047040779000184,0.8866535499050622,0.07465592671975597
run_0000043,43,1.162204406220407,27.884601497198034,1.065535913869571,0.5261961597971594
run_0000044,44,1.102186379748036,37.57585404849691,0.806386285019951,-0.3170376712523212
run_0000045,45,1.3555204063127322,32.22397732278942,1.1032164394246926,0.44439561653857645
run_0000046,46,1.6368461425098988,30.5005700765839,1.193109245412523,-0.7284846153171445
run_0000047,47,1.4222789827565154,37.37617283473729,1.1412691918298614,-0.5059627302708203
run_0000048,48,1.5037018096711687,35.05999941595975,1.00265541534522,0.4211186538781636
run_0000049,49,1.0842192181968526,23.089722709566626,0.9255165811084902,-0.432074413618622
run_0000050,50,1.4936483217897008,37.673905417747775,0.8597610524815903,0.09393155612169334
run_0000051,51,1.9342215996679968,39.36342082702309,1.055544547636204,0.022890183019670662
run_0000052,52,1.486356844442644,24.510065062489968,1.0064770432214496,0.041687159204766955
run_0000053,53,1.04736471214164,31.437164992196145,1.1818002790289874,-0.6521697489622266
run_0000054,54,1.5226697782204912,30.011433054581495,1.0212416778571796,-0.9076714789829735
run_0000055,55,1.3172973178669383,24.610117665904976,0.9909438457837609,0.4819122744560754
run_0000056,56,1.6577599991154623,33.12387630206642,1.1617069630274346,-0.12199164550899255
run_0000057,57,1.8699753760649511,20.419386162845765,1.08744176226169,0.2942633099502984
run_0000058,58,1.056766994874229,21.796833042273192,1.0835706393048454,0.18576084667914597
run_0000059,59,1.36829404664253,25.585273396601625,1.028589415848983,-0.2473432852829798
run_0000060,60,1.561711386481981,33.283844983067176,1.0169394743941067,-0.32635453037731454
run_0000061,61,1.1554494148060321,35.61450862289863,0.898028490016141,-0.8687816565461516
run_0000062,62,1.0322321073814882,27.556814120389713,1.0695986114515061,0.03251475297424944
run_0000063,63,1.3080712827327439,29.515836058163252,0.9528407307395306,-0.5332244369578089
run_0000064,64,1.3957735214525675,20.884715724603986,0.983174941596424,0.39823134605873106
run_0000065,65,1.4610100142940974,38.797446612726304,0.8001530287894131,-0.22642628586507335
run_0000066,66,1.9010964913035067,21.819683574230393,1.0470739573560008,0.4110354827087003
run_0000067,67,1.0227502931836912,39.45987575044,0.9946354029799938,-0.3558815932127531
run_0000068,68,1.6255694974377466,20.238081982872377,0.8093827484467192,-0.08624022925306712
run_0000069,69,1.4104582438365567,35.891657104523716,1.1298585729499928,0.07902243933777413
run_0000070,70,1.8521932075915728,38.930795263542144,1.0951136816270692,1.1116414568753636
run_0000071,71,1.6703210024390405,31.21602229304812,0.9053047316194296,0.13534060444280055
run_0000072,72,1.692677408759757,24.088626149010693,0.8315980189316449,0.9221398830834772
run_0000073,73,1.9538161928650655,37.18665187559874,1.1142296231761335,0.511063495872907
run_0000074,74,1.472779736031101,23.284376327966882,1.0399357440911274,-0.5593415983791316
run_0000075,75,1.1900649875967806,28.511153664681125,1.149770293701072,0.15924461036236612
run_0000076,76,1.2533659454511263,20.16149939955333,1.159568081185364,0.4654435409831301
run_0000077,77,1.7745885185258738,21.093404933607335,1.0083735488003023,0.628170682556549
run_0000078,78,1.8126274160852294,27.197061768755944,1.0158079986498099,0.2702268525174035
run_0000079,79,1.3886170690031077,30.8314865455879,0.8327603150980092,-0.7584326826006439
run_0000080,80,1.1319883765068666,22.267860521078994,0.9107888336567777,-0.7795871318348234
run_0000081,81,1.8389782288360248,21.34581516989197,1.1382357011614874,1.0218537654666273
run_0000082,82,1.22340250516518,26.48020805850989,0.9971351456199722,-0.47848961019575603
run_0000083,83,1.6484285192018981,32.57805746282589,0.9167673603719606,0.2422177003167949
run_0000084,84,1.3397311576397937,32.91890383070669,0.8796830834248722,-1.0695552938602215
run_0000085,85,1.0063942679845788,39.73267774299322,0.8697251895985,-0.14631561892785352
run_0000086,86,1.5816340249376193,36.39921928957102,0.84174423006182,-0.3761738768041099
run_0000087,87,1.208058192518328,37.83154936647145,1.0787504896523221,-0.042029735328349645
run_0000088,88,1.55609131005667,28.743681655059266,0.9624266462819191,-0.2651351437346147
run_0000089,89,1.3761851975236423,25.39379925145695,0.9697671440673519,-0.16037412797482464
run_0000090,90,1.969961213802401,35.55037289848288,0.9382764210194633,-0.3492560546490745
run_0000091,91,1.432893879636021,27.253040611634432,1.1913594515513677,-0.5684790072703998
run_0000092,92,1.8258458599022354,26.875794623795382,0.9473349006772163,-0.17906031368245232
run_0000093,93,1.3437853437720835,23.984653119855203,1.1676274189218245,0.3570272163429278
run_0000094,94,1.6831545304805908,34.04085183988471,0.836177546134853,0.22382429467376347
run_0000095,95,1.989710783776136,39.00156462143043,1.027226251578305,0.346032527450889
run_0000096,96,1.1464988443777953,22.64973126678406,0.9416243006750327,0.713001389011464
run_0000097,97,1.9279207936436298,22.838041781688162,0.9226597177368511,-0.18394794491684327
run_0000098,98,1.8750952629367645,26.611727079994438,1.1204854343967574,0.14404877524394036
run_0000099,99,1.0102501075522268,23.455709028933388,1.0498216646735203,0.8092048954606448
